,BuildingType,PrimaryPropertyType,PropertyName,CouncilDistrictCode,Neighborhood,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFAParking,PropertyGFABuilding(s),ListOfAllPropertyUseTypes,LargestPropertyUseType,LargestPropertyUseTypeGFA,ENERGYSTARScore,Latitude,Longitude,TotalGHGEmissions,SiteEnergyUse(kBtu)
617,NonResidential,Retail Store,UNIVERSITY VILLAGE SHOPPING CENTER BLDG D,4,northeast,1956,1.0,2.0,0,93803,"Non-Refrigerated Warehouse, Other, Restaurant, Retail Store",Retail Store,85572.0,,47.66375728,-122.3002168,115.48,6211441.0
618,SPS-District K-12,K-12 School,GATZERT ELEMENTARY SCHOOL (SPS-DISTRICT),3,central,1988,1.0,1.0,0,52924,K-12 School,K-12 School,52924.0,81.0,47.6016549,-122.31538028,13.3,1907697.0
619,NonResidential,Non-Refrigerated Warehouse,ENCOMPASS,2,greater duwamish,1966,1.0,2.0,0,123000,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,112484.0,55.0,47.51277739,-122.28386411,18.44,2645229.0
620,NonResidential,Non-Refrigerated Warehouse,98 NORFOLK,2,greater duwamish,1978,1.0,1.0,0,60448,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,52702.0,93.0,47.51184247,-122.28179733,21.24,888308.0
622,NonResidential,Large Office,NW WORK LOFTS,7,magnolia / queen anne,1928,1.0,4.0,0,215946,"Non-Refrigerated Warehouse, Office, Other - Recreation",Office,153044.0,84.0,47.61906313,-122.35864609999999,364.64,10752843.0
623,NonResidential,Mixed Use Property,CHILDHAVEN,3,east,2004,1.0,4.0,21612,55800,"Office, Other, Parking",Other,26400.0,,47.60453796,-122.32032776,21.75,2807583.0
624,NonResidential,Medical Office,600 BROADWAY MED CENTER,3,east,1990,1.0,5.0,159157,130262,"Medical Office, Parking",Medical Office,146150.0,67.0,47.60778771,-122.3201541,139.21,11792141.0
625,NonResidential,Small- and Mid-Sized Office,DELTA DENTAL BUILDING,5,north,1987,1.0,5.0,0,90266,,,,42.0,47.69943689,-122.32378729999999,53.09,7615756.0
626,NonResidential,Non-Refrigerated Warehouse,PEOPLES MINI-STORAGE,6,ballard,2004,1.0,4.0,6458,80874,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,87332.0,84.0,47.65803253,-122.364501,13.55,1189402.0
627,NonResidential,Medical Office,NORTHWEST MEDICAL CENTER,3,east,1928,1.0,3.0,15479,67969,"Medical Office, Office, Other",Medical Office,42527.0,54.0,47.61142131,-122.3213375,231.39,6668456.0
628,NonResidential,Hotel,SILVER CLOUD INN - BROADWAY,3,east,2003,1.0,6.0,50017,100528,"Hotel, Parking",Hotel,100528.0,26.0,47.61180149,-122.32027240000002,464.77,13720714.0
629,NonResidential,Other,EXPERIENCE MUSIC PROJECT (EMP) & SCI-FI MUSEUM,7,magnolia / queen anne,1999,1.0,5.0,0,141718,"Other - Entertainment/Public Assembly, Restaurant",Other - Entertainment/Public Assembly,134197.0,,47.62149019,-122.3482175,353.49,19490284.0
630,NonResidential,Hotel,THE MAXWELL HOTEL - SEATTLE,7,magnolia / queen anne,2008,1.0,5.0,21273,90583,"Hotel, Restaurant",Hotel,111994.0,43.0,47.62569046,-122.35056305,268.0,9375125.0
631,NonResidential,Non-Refrigerated Warehouse,SHURGARD STORAGE,3,east,1988,1.0,4.0,0,132828,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,132828.0,85.0,47.61819351,-122.3173027,7.21,1033846.0
632,NonResidential,Non-Refrigerated Warehouse,PIONEER INDUSTRIES,1,delridge,1970,1.0,1.0,0,70400,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,58047.0,1.0,47.53920898,-122.34281770000001,323.87,14064603.0
633,NonResidential,Retail Store,HOME DEPOT,5,northwest,1995,1.0,1.0,0,101830,Retail Store,Retail Store,130767.0,58.0,47.71410243,-122.3429112,262.9,10416934.0
634,SPS-District K-12,K-12 School,LESCHI ELEMENTARY SCHOOL (SPS-DISTRICT),3,central,1988,1.0,3.0,0,55353,K-12 School,K-12 School,55353.0,87.0,47.6022912,-122.2917857,10.6,1520326.0
635,NonResidential,College/University,SEATTLE CENTRAL VOCATIONAL SCHOOL,3,central,1974,1.0,4.0,0,76700,College/University,College/University,114000.0,,47.59968538,-122.30370149999999,67.62,7011508.0
636,SPS-District K-12,Other,STANFORD CENTER OFFICES (SPS-DISTRICT),2,greater duwamish,2002,1.0,3.0,0,338063,"Data Center, Non-Refrigerated Warehouse, Other, Refrigerated Warehouse, Repair Services (Vehicle, Shoe, Locksmith, etc), Restaurant",Other,180633.0,,47.58091375,-122.33098840000001,250.05,21142886.0
637,NonResidential,Non-Refrigerated Warehouse,PUGET SOUND FREIGHT LINES-TERMINAL 7A,1,southwest,1965,1.0,1.0,0,152365,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,149293.0,86.0,47.57322201,-122.36008259999998,19.98,1243807.0
638,NonResidential,Medical Office,JAMES TOWER (PROVIDENCE MEDICAL CENTER),3,central,1910,1.0,6.0,0,320946,Medical Office,Medical Office,320946.0,59.0,47.60700607,-122.30950928,188.13,25533580.0
639,NonResidential,Retail Store,GEORGETOWN CENTER BLDG. 1 & BLDG. 3 - BLDG B,2,greater duwamish,1958,1.0,1.0,0,74178,Retail Store,Retail Store,74178.0,54.0,47.54847297,-122.32271029999998,124.92,5229981.0
640,NonResidential,Medical Office,PAT STEEL BUILDING (HARBORVIEW),3,east,2003,1.0,5.0,112980,162150,Medical Office,Medical Office,177748.0,69.0,47.605636600000004,-122.32147979999999,74.07,10624295.0
641,NonResidential,Non-Refrigerated Warehouse,MINI SELF STORAGE & MAIL CENTER,5,north,1987,1.0,4.0,0,80360,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,80360.0,94.0,47.70847287,-122.30187439999999,19.06,746776.0
642,SPS-District K-12,K-12 School,LAFAYETTE ELEMENTARY SCHOOL (SPS-DISTRICT),1,southwest,1950,1.0,1.0,0,61183,K-12 School,K-12 School,62975.0,91.0,47.58007989,-122.3873108,97.97,2467851.0
643,NonResidential,Supermarket/Grocery Store,HARVARD MARKET CONDOMINIUM,3,east,1996,1.0,3.0,0,119190,Supermarket/Grocery Store,Supermarket/Grocery Store,46280.0,75.0,47.61378327,-122.32121310000001,238.77,9586556.0
644,NonResidential,Other,BMW SEATTLE - SHOWROOM & OFFICE,2,greater duwamish,2008,1.0,2.0,0,51856,"Automobile Dealership, Office",Automobile Dealership,48103.0,,47.59373474,-122.32424164,14.05,2014721.0
645,NonResidential,Small- and Mid-Sized Office,FILSON WORLD HEADQUARTERS LP,2,greater duwamish,1921,1.0,3.0,12586,53552,"Manufacturing/Industrial Plant, Office, Parking",Office,40380.0,21.0,47.58701148,-122.33470359999998,33.12,4751090.0
646,NonResidential,Large Office,4545 15TH AVE NE,4,northeast,1960,1.0,3.0,48510,65434,Office,Office,65434.0,1.0,47.662095799999996,-122.31202081,124.96,17924416.0
647,Multifamily LR (1-4),Low-Rise Multifamily,B DIVISION NO. 02 CONDOMINIUM,5,northwest,1976,1.0,4.0,0,31334,Multifamily Housing,Multifamily Housing,31334.0,69.0,47.70824157,-122.33560175,5.74,823495.0
648,Multifamily LR (1-4),Low-Rise Multifamily,BAGLEY LOFTS CONDOMINIUM,4,lake union,2005,1.0,3.0,0,47658,Multifamily Housing,Multifamily Housing,47658.0,84.0,47.661129100000004,-122.33241439,7.83,1122999.0
649,NonResidential,Mixed Use Property,PACIFIC POINTE APTS/RETAIL,4,lake union,2000,1.0,3.0,36093,56986,,,,94.0,47.64879342,-122.33322785,11.22,1609757.0
650,Multifamily LR (1-4),Low-Rise Multifamily,MAGNOLIA MANOR,7,magnolia / queen anne,1962,1.0,3.0,0,24059,Multifamily Housing,Multifamily Housing,24059.0,69.0,47.65684629,-122.38833943,4.73,678843.0
651,Multifamily LR (1-4),Senior Care Community,LEON SULLIVAN HEALTH CARE CENTER,3,central,1963,1.0,3.0,0,66402,,,,83.0,47.59508589,-122.29837343,323.34,8331004.0
652,Multifamily LR (1-4),Low-Rise Multifamily,LAKEVIEW COURT,4,northeast,1988,1.0,4.0,15798,60487,"Multifamily Housing, Parking",Multifamily Housing,60487.0,65.0,47.68980302,-122.30750689,12.39,1777005.0
653,Multifamily LR (1-4),Low-Rise Multifamily,VISTA POINT,4,northeast,1990,1.0,3.0,16959,29914,"Multifamily Housing, Parking",Multifamily Housing,29914.0,95.0,47.68985781,-122.30849672,5.63,807358.0
654,Multifamily LR (1-4),Low-Rise Multifamily,RALEIGH COURT APTS,4,northeast,1998,1.0,3.0,3223,23937,"Multifamily Housing, Office, Parking",Multifamily Housing,20148.0,,47.6758831,-122.29072813,4.48,642133.0
655,NonResidential,Worship Facility,UNIVERSITY UNITARIAN CHURCH,4,northeast,1957,1.0,2.0,0,22220,Worship Facility,Worship Facility,22220.0,83.0,47.67751761,-122.28984675,27.69,797435.0
656,SPS-District K-12,K-12 School,WEDGEWOOD ELEMENTARY (SPS-DISTRICT),5,northeast,1955,1.0,1.0,0,46732,K-12 School,K-12 School,50956.0,89.0,47.69064642,-122.29834714,82.72,2198064.0
657,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD CONDOMINIUM (1532 NW 56TH ST #CU),6,ballard,2000,1.0,6.0,0,152693,"Multifamily Housing, Office, Parking, Swimming Pool",Multifamily Housing,215698.0,100.0,47.67003301,-122.37691003,94.21,4992165.0
658,Multifamily LR (1-4),Low-Rise Multifamily,SKYVIEW TERRACE APTS,6,northwest,1959,1.0,2.0,0,26211,Multifamily Housing,Multifamily Housing,26211.0,77.0,47.67017776,-122.36006117,60.07,1388352.0
659,Multifamily LR (1-4),Low-Rise Multifamily,Julius Horton Building LLC,2,greater duwamish,1914,1.0,2.0,0,28260,"Multifamily Housing, Restaurant, Retail Store",Multifamily Housing,14200.0,,47.54878303,-122.3165825,63.32,2304125.0
660,NonResidential,Mixed Use Property,PUGET SOUND ENERGY GEORGETOWN OPER CTR,2,greater duwamish,1962,1.0,1.0,0,44700,"Non-Refrigerated Warehouse, Office, Other",Office,23751.0,,47.54412779,-122.30873835,30.45,2065156.0
661,NonResidential,Non-Refrigerated Warehouse,GLACIER MARINE SERVICES,2,greater duwamish,1976,1.0,1.0,0,44100,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,40000.0,1.0,47.54153185,-122.32884313,11.82,1696009.0
662,NonResidential,"Distribution Center
",SHULTZ DISTRIBUTING,2,greater duwamish,1965,1.0,1.0,0,27800,Distribution Center,Distribution Center,27800.0,10.0,47.54125253,-122.32786627,27.86,1310481.0
663,Multifamily HR (10+),High-Rise Multifamily,THE COBB APARTMENTS,7,downtown,1910,1.0,11.0,0,321945,"Bank Branch, Multifamily Housing, Other - Restaurant/Bar, Supermarket/Grocery Store",Multifamily Housing,105175.0,,47.60831575,-122.33544853,301.02,7243389.0
664,NonResidential,Non-Refrigerated Warehouse,SEADRUNAR PROPERTIES,2,greater duwamish,2001,1.0,1.0,0,46340,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,46340.0,3.0,47.55427046,-122.33647399,17.0,2438430.0
665,Campus,Other,PACIFIC MULTIFORMS INC - CAMPUS,2,greater duwamish,1994,1.0,1.0,0,22800,Manufacturing/Industrial Plant,Manufacturing/Industrial Plant,22800.0,,47.54261556,-122.30645766,92.78,1951448.0
666,Multifamily LR (1-4),Mixed Use Property,YESLER PLACE APTS,3,central,2005,1.0,4.0,14997,22852,"Multifamily Housing, Office, Parking",Multifamily Housing,11980.0,,47.60197907,-122.31399706,4.03,578789.0
667,NonResidential,Small- and Mid-Sized Office,RLI BUILDING,3,central,1910,1.0,3.0,0,38460,Office,Office,38460.0,74.0,47.60196478,-122.31456094,36.42,1857387.0
668,Multifamily MR (5-9),Mid-Rise Multifamily,ADELAIDE CONDOMINIUM,1,southwest,2003,1.0,6.0,0,86955,"Multifamily Housing, Office",Multifamily Housing,83345.0,,47.55712109,-122.38751981,64.49,2856934.0
669,Multifamily HR (10+),High-Rise Multifamily,DEXTER LAKE UNION,7,magnolia / queen anne,2003,1.0,11.0,91489,194919,"Multifamily Housing, Parking",Multifamily Housing,194919.0,75.0,47.63051213,-122.34329904,44.96,6447259.0
670,Multifamily LR (1-4),Mixed Use Property,ADMIRAL CONDOMINIUM,1,southwest,2002,1.0,4.0,72900,20214,"Multifamily Housing, Parking, Retail Store",Multifamily Housing,47220.0,91.0,47.58247247,-122.38575909,35.37,2254391.0
671,Multifamily LR (1-4),Low-Rise Multifamily,ADMIRAL COURT CONDOMINIUM,1,southwest,1992,1.0,4.0,0,21888,"Multifamily Housing, Parking",Multifamily Housing,21888.0,,47.58463088,-122.38693426,14.24,718362.0
672,Multifamily MR (5-9),Mid-Rise Multifamily,ASIA CONDOMINIUM,2,downtown,2002,1.0,7.0,0,66849,Multifamily Housing,Multifamily Housing,66849.0,45.0,47.59696937,-122.32430258,13.45,1929828.0
673,NonResidential,Worship Facility,WOODLAND PARK METHODIST CHURCH,6,northwest,1922,1.0,2.0,0,21022,Worship Facility,Worship Facility,21022.0,81.0,47.68594811,-122.35432084,32.87,684155.0
674,Multifamily LR (1-4),Low-Rise Multifamily,ALEXANDER COURT CONDOMINIUM,1,southwest,1926,1.0,4.0,0,30240,Multifamily Housing,Multifamily Housing,25200.0,73.0,47.57797861,-122.41399623,4.54,651616.0
675,Multifamily MR (5-9),Mid-Rise Multifamily,ALEXANDRIA CONDOMINIUM,7,downtown,1991,1.0,5.0,0,59440,Multifamily Housing,Multifamily Housing,49532.0,53.0,47.61790782,-122.35565537,54.62,2504797.0
676,Multifamily LR (1-4),Low-Rise Multifamily,ALII-KAI CONDOMINIUM,1,southwest,1978,1.0,4.0,0,22445,"Multifamily Housing, Parking",Multifamily Housing,20996.0,,47.59350925,-122.38381046,2.99,429591.0
677,Multifamily LR (1-4),Low-Rise Multifamily,ALKI CONDOMINIUM,1,southwest,1989,1.0,4.0,0,45878,Multifamily Housing,Multifamily Housing,45878.0,18.0,47.58881448,-122.39438021,7.25,1040478.0
678,Multifamily MR (5-9),Mid-Rise Multifamily,ALKI BEACH TOWERS CONDOMINIUM,1,southwest,1995,1.0,5.0,0,37824,Multifamily Housing,Multifamily Housing,37824.0,91.0,47.59091499,-122.39227791,23.79,1056099.0
679,Multifamily LR (1-4),Low-Rise Multifamily,ALKI BONAIR CONDOMINIUM,1,southwest,1976,1.0,4.0,0,38765,Multifamily Housing,Multifamily Housing,38765.0,98.0,47.58462063,-122.39942097,4.69,672953.0
680,SPS-District K-12,K-12 School,ALKI ELEMENTARY SCHOOL & COMMUNITY CENTER (SPS-DISTRICT),1,southwest,1954,1.0,2.0,0,51489,K-12 School,K-12 School,51489.0,94.0,47.57769088,-122.40684428,67.97,1909346.0
681,Multifamily LR (1-4),Low-Rise Multifamily,ATWATER PARK,7,magnolia / queen anne,2002,1.0,4.0,0,26815,"Multifamily Housing, Office, Retail Store",Multifamily Housing,20347.0,,47.66052597,-122.39802502,20.18,869699.0
682,Multifamily MR (5-9),Mid-Rise Multifamily,AVALON PLACE CONDOMINIUM,1,southwest,2007,1.0,5.0,0,22529,Multifamily Housing,Multifamily Housing,22529.0,,47.56516899,-122.37264195,21.29,698449.0
683,Multifamily MR (5-9),Mid-Rise Multifamily,AVANTI APARTMENTS,7,east,1991,1.0,8.0,60050,88424,"Multifamily Housing, Parking",Multifamily Housing,64445.0,59.0,47.61292809,-122.32979922,126.27,4046866.0
684,NonResidential,"Distribution Center
","NOBLE, LTD.,   WORLD HEADQUARTERS",2,greater duwamish,1967,1.0,1.0,0,48001,Distribution Center,Distribution Center,48001.0,37.0,47.51089546,-122.28074341,101.23,2483320.0
685,NonResidential,Non-Refrigerated Warehouse,NELSON TRUCKING,2,greater duwamish,1979,1.0,1.0,0,26380,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,23620.0,,47.51442062,-122.27934357,14.12,686055.0
686,NonResidential,Non-Refrigerated Warehouse,PAPE' MATERIAL HANDLING,2,greater duwamish,1969,1.0,1.0,0,37351,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,29551.0,8.0,47.510306799999995,-122.28119226,70.16,2465266.0
687,NonResidential,Non-Refrigerated Warehouse,WALL & CEILING SUPPLY CO,2,greater duwamish,1981,1.0,1.0,0,30375,Non-Refrigerated Warehouse,Non-Refrigerated Warehouse,30598.0,74.0,47.51276131,-122.28071926,2.36,338141.0
688,NonResidential,Non-Refrigerated Warehouse,PAPE' MATERIAL HANDLING,2,greater duwamish,1979,1.0,1.0,0,30004,"Non-Refrigerated Warehouse, Office",Non-Refrigerated Warehouse,24280.0,,47.51081215,-122.28276297,3.15,451738.0
689,Multifamily LR (1-4),Low-Rise Multifamily,MANNING PLACE,1,southwest,1990,1.0,3.0,10244,21991,"Multifamily Housing, Parking",Multifamily Housing,21991.0,77.0,47.57132706,-122.38660548,4.03,577601.0
690,Multifamily HR (10+),High-Rise Multifamily,AVENUE ONE CONDOMINIUM,7,downtown,2004,1.0,13.0,0,120405,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,102342.0,,47.61595979,-122.3517423,71.72,3948297.0
691,NonResidential,Other,SAND POINT COUNTRY CLUB,4,northeast,1928,1.0,3.0,0,39971,"Office, Other, Retail Store, Swimming Pool",Other,36185.0,,47.68939742,-122.26969106,380.17,10303305.0
692,Multifamily LR (1-4),Low-Rise Multifamily,AZUL FLATS IN FREMONT CONDOMINIUM,6,lake union,1988,1.0,4.0,0,23976,Multifamily Housing,Multifamily Housing,23976.0,77.0,47.65446013,-122.35844437,4.56,654313.0
693,NonResidential,Worship Facility,BALLARD FREE METHODIST CHURCH,6,ballard,1914,1.0,2.0,0,33589,Worship Facility,Worship Facility,33589.0,95.0,47.68156331,-122.37493866,17.79,440658.0
694,Multifamily MR (5-9),Mid-Rise Multifamily,"BALLARD PLACE CONDOMINIUM (1556 NW 56TH ST, SEATTL",6,ballard,2004,1.0,6.0,0,169149,"Multifamily Housing, Office",Multifamily Housing,140961.0,88.0,47.66968498,-122.37790006,56.54,4382240.0
695,Multifamily MR (5-9),Mid-Rise Multifamily,BALLARD SQUARE CONDOMINIUM,6,ballard,1992,1.0,5.0,0,25368,"Multifamily Housing, Parking",Multifamily Housing,25368.0,59.0,47.67050901,-122.38152183,13.77,690750.0
696,NonResidential,Small- and Mid-Sized Office,SALMON BAY CENTER 5303,6,ballard,1979,1.0,3.0,0,43500,Office,Office,43495.0,43.0,47.66611816,-122.38549485,23.03,3303989.0
697,NonResidential,Small- and Mid-Sized Office,BALLARD ELKS,6,ballard,1978,1.0,2.0,0,28492,Office,Office,28492.0,9.0,47.67522457,-122.40842537,41.98,2055622.0
698,NonResidential,Small- and Mid-Sized Office,SHILSHOLE LANDING,6,ballard,1963,1.0,3.0,0,22325,"Medical Office, Office, Other, Other - Services, Parking, Retail Store",Office,18000.0,,47.67447195,-122.40777514,9.46,1357116.0
699,NonResidential,"Restaurant
",ANTHONY'S HOMEPORT,6,ballard,1977,1.0,3.0,0,22719,"Parking, Restaurant",Restaurant,22719.0,,47.67409077,-122.40770067,12.79,1834570.0
700,Multifamily HR (10+),High-Rise Multifamily,OLIVE TOWER APTS,7,downtown,1928,1.0,14.0,0,50141,Multifamily Housing,Multifamily Housing,33608.0,98.0,47.61535832,-122.32998825,73.34,1970956.0
701,NonResidential,Medical Office,1100 OLIVE BUILDING TARGETED GENETICS,7,downtown,1946,1.0,2.0,22000,22588,Medical Office,Medical Office,66588.0,1.0,47.61643223,-122.33090167,379.34,14329739.0
702,NonResidential,Small- and Mid-Sized Office,1916 Boren Building,7,downtown,1929,1.0,3.0,0,21600,Office,Office,21600.0,,47.61753888,-122.33278228,0.93,133880.0
703,NonResidential,Small- and Mid-Sized Office,DENNY CENTER,7,downtown,1937,1.0,2.0,0,28568,Office,Office,28568.0,86.0,47.61832601,-122.33341322,12.91,841242.0
704,Multifamily MR (5-9),Mid-Rise Multifamily,BALFOUR PLACE APTS,7,downtown,1993,1.0,6.0,25837,114212,"Multifamily Housing, Office, Other, Parking",Multifamily Housing,80670.0,,47.61761547,-122.33092965,118.27,4081951.0
705,Multifamily MR (5-9),Mid-Rise Multifamily,EL CAPITAN APTS,3,east,1925,1.0,5.0,0,58954,Multifamily Housing,Multifamily Housing,58954.0,88.0,47.61565792,-122.32813095,105.01,2585187.0
706,Multifamily MR (5-9),Mid-Rise Multifamily,SHERWOOD APTS,3,east,1916,1.0,5.0,0,37992,Multifamily Housing,Multifamily Housing,37992.0,96.0,47.61644532,-122.32799303,32.08,1238402.0
707,Multifamily MR (5-9),Mid-Rise Multifamily,BELLAGIO CONDOMINIUM,7,magnolia / queen anne,2003,1.0,5.0,0,62876,"Medical Office, Multifamily Housing, Office, Parking, Restaurant",Multifamily Housing,44995.0,,47.64047616,-122.40017617,7.02,1006621.0
708,Multifamily LR (1-4),Low-Rise Multifamily,BELLAGIO ON CAPITOL HILL CONDOMINIUM,3,east,2006,1.0,4.0,0,40562,"Multifamily Housing, Retail Store",Multifamily Housing,36300.0,,47.62631638,-122.32677288,27.81,1357553.0
709,Multifamily MR (5-9),Mid-Rise Multifamily,THE BEN LOMOND,3,east,1910,1.0,5.0,0,40489,Multifamily Housing,Multifamily Housing,40489.0,100.0,47.62733053,-122.32735456,48.23,1279769.0
710,Multifamily LR (1-4),Low-Rise Multifamily,THE ROUNDCLIFFE,3,east,1925,1.0,3.0,6300,28500,"Multifamily Housing, Parking",Multifamily Housing,28500.0,66.0,47.62713336,-122.32699157,5.71,819314.0
711,Multifamily LR (1-4),Low-Rise Multifamily,SIR GALAHAD APT,3,east,1928,1.0,3.0,3889,24169,"Multifamily Housing, Parking",Multifamily Housing,24169.0,98.0,47.62705994,-122.32655365,18.25,758875.0
712,Multifamily HR (10+),High-Rise Multifamily,BELLORA,7,downtown,2003,1.0,13.0,0,106066,"Multifamily Housing, Office",Multifamily Housing,118802.0,64.0,47.61515181,-122.35292515,131.48,4750287.0
713,Multifamily MR (5-9),Mid-Rise Multifamily,CORNELIUS APTS,7,downtown,1925,1.0,9.0,0,86560,,,,,47.61430984,-122.34319253,29.25,3219583.0
714,Multifamily HR (10+),High-Rise Multifamily,SECURITY HOUSE,7,downtown,1978,1.0,13.0,12365,79235,,,,15.0,47.61510273,-122.34386539,30.24,4337562.0
715,Multifamily MR (5-9),Mid-Rise Multifamily,SHELBY APTS,7,downtown,2001,1.0,6.0,46607,95456,"Multifamily Housing, Parking",Multifamily Housing,71127.0,81.0,47.61434486,-122.34314627,28.51,2653856.0
716,Multifamily MR (5-9),Mid-Rise Multifamily,THE AUDREY AT BELLTOWN,7,downtown,1992,1.0,8.0,53284,135433,"Multifamily Housing, Parking",Multifamily Housing,135433.0,76.0,47.61713231,-122.35392688,46.61,4407932.0
